date,week,year,region,sku_id,medicine_name,category,units_ordered,unit_price_lkr,stock_level_units,lead_time_days,stockout_flag,expiry_risk_flag,generic_vs_brand,shelf_life_weeks,pharmacy_count_region,population_density_per_km2,rainfall_mm,weather_condition,dengue_index,flu_index,school_term_active
2023-01-02,1,2023,Central,SKU012,Amlodipine 5mg,Cardiovascular,402,930.0,1269,6,0,0,Generic,260,280,466.4,190.4,Heavy Rain,1.73,1.458,True
2023-01-02,1,2023,Central,SKU013,Vitamin C 500mg,Supplement,491,1860.0,1457,4,0,0,Generic,130,280,466.4,190.4,Heavy Rain,1.73,1.458,True
2023-01-02,1,2023,Central,SKU014,Zinc Supplement,Supplement,275,2480.0,661,4,0,0,Generic,130,280,466.4,190.4,Heavy Rain,1.73,1.458,True
2023-01-02,1,2023,Central,SKU015,Omeprazole 20mg,Gastrointestinal,272,1705.0,588,5,0,0,Generic,130,280,466.4,190.4,Heavy Rain,1.73,1.458,True
2023-01-02,1,2023,Southern,SKU001,Paracetamol 500mg,Antipyretic,1299,465.0,3422,3,0,0,Generic,260,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU002,Ibuprofen 400mg,Antipyretic,626,620.0,1445,3,0,0,Generic,260,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU003,Amoxicillin 500mg,Antibiotic,602,2635.0,1684,2,0,0,Generic,130,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU004,Azithromycin 250mg,Antibiotic,577,3720.0,985,2,0,0,Brand,130,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU005,Dengue Rapid Test Kit,Diagnostics,232,139500.0,339,2,0,0,Brand,78,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU006,ORS Sachets,Rehydration,819,1085.0,1660,2,0,0,Generic,104,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU007,Paediatric Paracetamol Syrup,Paediatric,356,1550.0,935,3,0,0,Generic,52,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU008,Children's Multivitamin,Paediatric,213,5580.0,327,2,0,0,Brand,104,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU009,Salbutamol Inhaler,Respiratory,498,10850.0,619,2,0,0,Brand,130,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU010,Cetirizine 10mg,Antihistamine,410,1240.0,640,2,0,0,Generic,260,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU011,Metformin 500mg,Diabetes,210,775.0,390,4,0,0,Generic,260,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU012,Amlodipine 5mg,Cardiovascular,443,930.0,1319,2,0,0,Generic,260,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU013,Vitamin C 500mg,Supplement,324,1860.0,726,2,0,0,Generic,130,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU014,Zinc Supplement,Supplement,403,2480.0,347,7,0,0,Generic,130,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,275,1705.0,596,2,0,0,Generic,130,260,449.7,127.1,Rainy,1.324,1.458,True
2023-01-02,1,2023,Northern,SKU001,Paracetamol 500mg,Antipyretic,1325,465.0,3761,6,0,0,Generic,260,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU002,Ibuprofen 400mg,Antipyretic,714,620.0,3456,6,0,0,Generic,260,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU003,Amoxicillin 500mg,Antibiotic,261,2635.0,801,6,0,0,Generic,130,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU004,Azithromycin 250mg,Antibiotic,283,3720.0,1086,6,0,0,Brand,130,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU005,Dengue Rapid Test Kit,Diagnostics,247,139500.0,1176,6,0,0,Brand,78,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU006,ORS Sachets,Rehydration,553,1085.0,721,5,0,0,Generic,104,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU007,Paediatric Paracetamol Syrup,Paediatric,695,1550.0,1832,5,0,0,Generic,52,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU008,Children's Multivitamin,Paediatric,181,5580.0,358,6,0,0,Brand,104,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU009,Salbutamol Inhaler,Respiratory,94,10850.0,127,7,0,0,Brand,130,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU010,Cetirizine 10mg,Antihistamine,363,1240.0,1754,7,0,0,Generic,260,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU011,Metformin 500mg,Diabetes,208,775.0,776,5,0,0,Generic,260,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU012,Amlodipine 5mg,Cardiovascular,133,930.0,405,7,0,0,Generic,260,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU013,Vitamin C 500mg,Supplement,599,1860.0,2026,9,0,0,Generic,130,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU014,Zinc Supplement,Supplement,226,2480.0,610,5,0,0,Generic,130,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,116,1705.0,475,6,0,0,Generic,130,180,123.8,128.9,Rainy,1.851,1.458,True
2023-01-02,1,2023,Eastern,SKU001,Paracetamol 500mg,Antipyretic,1285,465.0,1873,6,0,0,Generic,260,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU002,Ibuprofen 400mg,Antipyretic,592,620.0,1718,5,0,0,Generic,260,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU003,Amoxicillin 500mg,Antibiotic,301,2635.0,781,6,0,0,Generic,130,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU004,Azithromycin 250mg,Antibiotic,314,3720.0,1241,6,0,0,Brand,130,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU005,Dengue Rapid Test Kit,Diagnostics,200,139500.0,812,5,0,0,Brand,78,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU006,ORS Sachets,Rehydration,524,1085.0,1876,4,0,0,Generic,104,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU007,Paediatric Paracetamol Syrup,Paediatric,454,1550.0,878,4,0,0,Generic,52,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU008,Children's Multivitamin,Paediatric,58,5580.0,225,4,0,1,Brand,104,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU009,Salbutamol Inhaler,Respiratory,191,10850.0,571,4,0,0,Brand,130,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU010,Cetirizine 10mg,Antihistamine,207,1240.0,415,6,0,0,Generic,260,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU011,Metformin 500mg,Diabetes,193,775.0,486,4,0,0,Generic,260,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,102,930.0,311,4,0,0,Generic,260,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU013,Vitamin C 500mg,Supplement,142,1860.0,411,5,0,0,Generic,130,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU014,Zinc Supplement,Supplement,116,2480.0,595,4,0,0,Generic,130,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,93,1705.0,281,4,0,0,Generic,130,200,170.1,134.4,Rainy,1.191,1.458,True
2023-01-02,1,2023,North Western,SKU001,Paracetamol 500mg,Antipyretic,685,465.0,1052,4,0,0,Generic,260,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU002,Ibuprofen 400mg,Antipyretic,820,620.0,1678,3,0,0,Generic,260,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU003,Amoxicillin 500mg,Antibiotic,470,2635.0,1333,3,0,0,Generic,130,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU004,Azithromycin 250mg,Antibiotic,312,3720.0,502,5,0,0,Brand,130,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU005,Dengue Rapid Test Kit,Diagnostics,359,139500.0,178,2,0,0,Brand,78,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU006,ORS Sachets,Rehydration,1998,1085.0,3304,2,0,0,Generic,104,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,888,1550.0,2273,5,0,0,Generic,52,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU008,Children's Multivitamin,Paediatric,187,5580.0,202,3,0,0,Brand,104,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU009,Salbutamol Inhaler,Respiratory,456,10850.0,676,3,0,0,Brand,130,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU010,Cetirizine 10mg,Antihistamine,341,1240.0,908,2,0,0,Generic,260,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU011,Metformin 500mg,Diabetes,424,775.0,942,3,0,0,Generic,260,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU012,Amlodipine 5mg,Cardiovascular,215,930.0,414,2,0,0,Generic,260,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU013,Vitamin C 500mg,Supplement,596,1860.0,1295,2,0,0,Generic,130,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU014,Zinc Supplement,Supplement,656,2480.0,1045,2,0,0,Generic,130,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,94,1705.0,234,3,0,0,Generic,130,290,316.9,164.5,Heavy Rain,1.638,1.458,True
2023-01-02,1,2023,North Central,SKU001,Paracetamol 500mg,Antipyretic,450,465.0,1152,5,0,0,Generic,260,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU002,Ibuprofen 400mg,Antipyretic,201,620.0,540,9,0,0,Generic,260,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU003,Amoxicillin 500mg,Antibiotic,309,2635.0,803,5,0,0,Generic,130,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU004,Azithromycin 250mg,Antibiotic,215,3720.0,329,5,0,0,Brand,130,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU005,Dengue Rapid Test Kit,Diagnostics,1,139500.0,3,6,0,0,Brand,78,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU006,ORS Sachets,Rehydration,160,1085.0,736,12,0,0,Generic,104,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,192,1550.0,607,4,0,0,Generic,52,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU008,Children's Multivitamin,Paediatric,105,5580.0,554,6,0,1,Brand,104,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU009,Salbutamol Inhaler,Respiratory,161,10850.0,602,7,0,0,Brand,130,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU010,Cetirizine 10mg,Antihistamine,125,1240.0,248,5,0,0,Generic,260,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU011,Metformin 500mg,Diabetes,121,775.0,564,4,1,0,Generic,260,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU012,Amlodipine 5mg,Cardiovascular,169,930.0,385,4,0,0,Generic,260,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU013,Vitamin C 500mg,Supplement,156,1860.0,451,8,0,0,Generic,130,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU014,Zinc Supplement,Supplement,113,2480.0,313,4,0,0,Generic,130,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,138,1705.0,449,4,0,0,Generic,130,160,114.6,103.5,Rainy,0.686,1.458,True
2023-01-02,1,2023,Uva,SKU001,Paracetamol 500mg,Antipyretic,242,465.0,1030,4,1,0,Generic,260,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU002,Ibuprofen 400mg,Antipyretic,109,620.0,341,6,0,0,Generic,260,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU003,Amoxicillin 500mg,Antibiotic,164,2635.0,387,6,0,0,Generic,130,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU004,Azithromycin 250mg,Antibiotic,184,3720.0,707,6,0,0,Brand,130,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU005,Dengue Rapid Test Kit,Diagnostics,16,139500.0,78,6,0,0,Brand,78,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU006,ORS Sachets,Rehydration,106,1085.0,479,5,0,0,Generic,104,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU007,Paediatric Paracetamol Syrup,Paediatric,184,1550.0,523,4,0,0,Generic,52,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU008,Children's Multivitamin,Paediatric,65,5580.0,116,4,0,0,Brand,104,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU009,Salbutamol Inhaler,Respiratory,127,10850.0,478,6,0,0,Brand,130,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU010,Cetirizine 10mg,Antihistamine,147,1240.0,573,4,1,0,Generic,260,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU011,Metformin 500mg,Diabetes,39,775.0,74,10,0,0,Generic,260,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU012,Amlodipine 5mg,Cardiovascular,61,930.0,245,4,0,0,Generic,260,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU013,Vitamin C 500mg,Supplement,148,1860.0,517,4,0,0,Generic,130,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU014,Zinc Supplement,Supplement,52,2480.0,289,8,0,0,Generic,130,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,60,1705.0,98,6,0,0,Generic,130,130,152.9,167.5,Heavy Rain,0.905,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU001,Paracetamol 500mg,Antipyretic,598,465.0,1869,4,0,0,Generic,260,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU002,Ibuprofen 400mg,Antipyretic,420,620.0,1307,3,1,0,Generic,260,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU003,Amoxicillin 500mg,Antibiotic,272,2635.0,671,3,0,0,Generic,130,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU004,Azithromycin 250mg,Antibiotic,266,3720.0,384,3,0,0,Brand,130,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU005,Dengue Rapid Test Kit,Diagnostics,246,139500.0,580,4,0,0,Brand,78,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU006,ORS Sachets,Rehydration,477,1085.0,709,3,1,0,Generic,104,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU007,Paediatric Paracetamol Syrup,Paediatric,317,1550.0,669,3,0,0,Generic,52,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU008,Children's Multivitamin,Paediatric,174,5580.0,641,5,0,1,Brand,104,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,109,10850.0,269,3,0,0,Brand,130,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,166,1240.0,394,3,0,0,Generic,260,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,94,775.0,246,3,0,0,Generic,260,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,133,930.0,387,3,0,0,Generic,260,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,237,1860.0,844,5,0,0,Generic,130,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,92,2480.0,392,4,0,0,Generic,130,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-02,1,2023,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,125,1705.0,363,3,0,0,Generic,130,150,382.4,103.4,Rainy,1.517,1.458,True
2023-01-09,2,2023,Western,SKU001,Paracetamol 500mg,Antipyretic,8158,465.0,12206,1,0,0,Generic,260,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU002,Ibuprofen 400mg,Antipyretic,14623,620.0,18441,2,0,0,Generic,260,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU003,Amoxicillin 500mg,Antibiotic,3466,2635.0,5675,2,0,0,Generic,130,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU004,Azithromycin 250mg,Antibiotic,3682,3720.0,7460,2,0,0,Brand,130,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU005,Dengue Rapid Test Kit,Diagnostics,3067,139500.0,3450,2,0,0,Brand,78,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU006,ORS Sachets,Rehydration,11635,1085.0,17695,2,0,0,Generic,104,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,4126,1550.0,5443,1,0,0,Generic,52,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU008,Children's Multivitamin,Paediatric,696,5580.0,1104,1,0,0,Brand,104,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU009,Salbutamol Inhaler,Respiratory,1155,10850.0,1798,2,0,0,Brand,130,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU010,Cetirizine 10mg,Antihistamine,3464,1240.0,5093,2,0,0,Generic,260,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU011,Metformin 500mg,Diabetes,655,775.0,930,2,0,0,Generic,260,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU012,Amlodipine 5mg,Cardiovascular,551,930.0,1042,3,0,0,Generic,260,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU013,Vitamin C 500mg,Supplement,1763,1860.0,3961,1,0,0,Generic,130,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU014,Zinc Supplement,Supplement,951,2480.0,2044,2,0,0,Generic,130,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Western,SKU015,Omeprazole 20mg,Gastrointestinal,1135,1705.0,2071,2,0,0,Generic,130,650,1614.2,113.2,Rainy,3.0,1.718,True
2023-01-09,2,2023,Central,SKU001,Paracetamol 500mg,Antipyretic,2167,465.0,8344,3,0,0,Generic,260,280,466.4,160.0,Heavy Rain,2.67,1.718,True
2023-01-09,2,2023,Central,SKU002,Ibuprofen 400mg,Antipyretic,1151,620.0,3737,6,0,0,Generic,260,280,466.4,160.0,Heavy Rain,2.67,1.718,True
2023-01-09,2,2023,Central,SKU003,Amoxicillin 500mg,Antibiotic,1258,2635.0,2113,5,0,0,Generic,130,280,466.4,160.0,Heavy Rain,2.67,1.718,True
2023-01-09,2,2023,Central,SKU004,Azithromycin 250mg,Antibiotic,665,3720.0,1084,4,1,0,Brand,130,280,466.4,160.0,Heavy Rain,2.67,1.718,True
2023-01-09,2,2023,Central,SKU005,Dengue Rapid Test Kit,Diagnostics,601,139500.0,1519,5,0,0,Brand,78,280,466.4,160.0,Heavy Rain,2.67,1.718,True
2023-01-09,2,2023,Central,SKU006,ORS Sachets,Rehydration,2135,1085.0,6254,7,1,0,Generic,104,280,466.4,160.0,Heavy Rain,2.67,1.718,True
2023-01-09,2,2023,Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,972,1550.0,1958,5,0,0,Generic,52,280,466.4,160.0,Heavy Rain,2.67,1.718,True
2023-01-09,2,2023,Central,SKU008,Children's Multivitamin,Paediatric,377,5580.0,998,4,0,0,Brand,104,280,466.4,160.0,Heavy Rain,2.67,1.718,True
