date,week,year,region,sku_id,medicine_name,category,units_ordered,unit_price_lkr,total_value_lkr,dengue_index,flu_index,school_term_active,rolling_mean,rolling_std,z_score,is_anomaly,anomaly_type,deviation_pct
2024-01-01,1,2024,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,70,1705.0,119350.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU001,Paracetamol 500mg,Antipyretic,234,465.0,108810.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU002,Ibuprofen 400mg,Antipyretic,150,620.0,93000.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU003,Amoxicillin 500mg,Antibiotic,87,2635.0,229245.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU004,Azithromycin 250mg,Antibiotic,69,3720.0,256680.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU005,Dengue Rapid Test Kit,Diagnostics,38,139500.0,5301000.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU006,ORS Sachets,Rehydration,145,1085.0,157325.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,125,1550.0,193750.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU008,Children's Multivitamin,Paediatric,84,5580.0,468720.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU009,Salbutamol Inhaler,Respiratory,52,10850.0,564200.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU010,Cetirizine 10mg,Antihistamine,94,1240.0,116560.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU011,Metformin 500mg,Diabetes,116,775.0,89900.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU012,Amlodipine 5mg,Cardiovascular,113,930.0,105090.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU013,Vitamin C 500mg,Supplement,118,1860.0,219480.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU014,Zinc Supplement,Supplement,57,2480.0,141360.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,81,1705.0,138105.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU001,Paracetamol 500mg,Antipyretic,626,465.0,291090.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU002,Ibuprofen 400mg,Antipyretic,335,620.0,207700.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU003,Amoxicillin 500mg,Antibiotic,226,2635.0,595510.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU004,Azithromycin 250mg,Antibiotic,178,3720.0,662160.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU005,Dengue Rapid Test Kit,Diagnostics,74,139500.0,10323000.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU006,ORS Sachets,Rehydration,424,1085.0,460040.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,311,1550.0,482050.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU008,Children's Multivitamin,Paediatric,236,5580.0,1316880.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU009,Salbutamol Inhaler,Respiratory,120,10850.0,1302000.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU010,Cetirizine 10mg,Antihistamine,216,1240.0,267840.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU011,Metformin 500mg,Diabetes,323,775.0,250325.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU012,Amlodipine 5mg,Cardiovascular,327,930.0,304110.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU013,Vitamin C 500mg,Supplement,315,1860.0,585900.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU014,Zinc Supplement,Supplement,147,2480.0,364560.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,216,1705.0,368280.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU001,Paracetamol 500mg,Antipyretic,255,465.0,118575.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU002,Ibuprofen 400mg,Antipyretic,153,620.0,94860.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU003,Amoxicillin 500mg,Antibiotic,129,2635.0,339915.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU004,Azithromycin 250mg,Antibiotic,90,3720.0,334800.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU005,Dengue Rapid Test Kit,Diagnostics,38,139500.0,5301000.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU006,ORS Sachets,Rehydration,221,1085.0,239785.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU007,Paediatric Paracetamol Syrup,Paediatric,139,1550.0,215450.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU008,Children's Multivitamin,Paediatric,90,5580.0,502200.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU009,Salbutamol Inhaler,Respiratory,67,10850.0,726950.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU010,Cetirizine 10mg,Antihistamine,131,1240.0,162440.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU011,Metformin 500mg,Diabetes,187,775.0,144925.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU012,Amlodipine 5mg,Cardiovascular,130,930.0,120900.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU013,Vitamin C 500mg,Supplement,143,1860.0,265980.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU014,Zinc Supplement,Supplement,80,2480.0,198400.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,111,1705.0,189255.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU001,Paracetamol 500mg,Antipyretic,255,465.0,118575.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU002,Ibuprofen 400mg,Antipyretic,120,620.0,74400.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU003,Amoxicillin 500mg,Antibiotic,112,2635.0,295120.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU004,Azithromycin 250mg,Antibiotic,60,3720.0,223200.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU005,Dengue Rapid Test Kit,Diagnostics,43,139500.0,5998500.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU006,ORS Sachets,Rehydration,224,1085.0,243040.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU007,Paediatric Paracetamol Syrup,Paediatric,107,1550.0,165850.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU008,Children's Multivitamin,Paediatric,76,5580.0,424080.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,53,10850.0,575050.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,91,1240.0,112840.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,114,775.0,88350.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,121,930.0,112530.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,108,1860.0,200880.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,68,2480.0,168640.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,73,1705.0,124465.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU001,Paracetamol 500mg,Antipyretic,424,465.0,197160.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU002,Ibuprofen 400mg,Antipyretic,325,620.0,201500.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU003,Amoxicillin 500mg,Antibiotic,188,2635.0,495380.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU004,Azithromycin 250mg,Antibiotic,123,3720.0,457560.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU005,Dengue Rapid Test Kit,Diagnostics,86,139500.0,11997000.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU006,ORS Sachets,Rehydration,298,1085.0,323330.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU007,Paediatric Paracetamol Syrup,Paediatric,245,1550.0,379750.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU008,Children's Multivitamin,Paediatric,123,5580.0,686340.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU009,Salbutamol Inhaler,Respiratory,86,10850.0,933100.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU010,Cetirizine 10mg,Antihistamine,196,1240.0,243040.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU011,Metformin 500mg,Diabetes,300,775.0,232500.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU012,Amlodipine 5mg,Cardiovascular,241,930.0,224130.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU013,Vitamin C 500mg,Supplement,240,1860.0,446400.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU014,Zinc Supplement,Supplement,121,2480.0,300080.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,134,1705.0,228470.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU001,Paracetamol 500mg,Antipyretic,183,465.0,85095.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU002,Ibuprofen 400mg,Antipyretic,124,620.0,76880.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU003,Amoxicillin 500mg,Antibiotic,73,2635.0,192355.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU004,Azithromycin 250mg,Antibiotic,55,3720.0,204600.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU005,Dengue Rapid Test Kit,Diagnostics,29,139500.0,4045500.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU006,ORS Sachets,Rehydration,102,1085.0,110670.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU007,Paediatric Paracetamol Syrup,Paediatric,91,1550.0,141050.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU008,Children's Multivitamin,Paediatric,62,5580.0,345960.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU009,Salbutamol Inhaler,Respiratory,51,10850.0,553350.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU010,Cetirizine 10mg,Antihistamine,71,1240.0,88040.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU011,Metformin 500mg,Diabetes,109,775.0,84475.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU012,Amlodipine 5mg,Cardiovascular,90,930.0,83700.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU013,Vitamin C 500mg,Supplement,80,1860.0,148800.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU014,Zinc Supplement,Supplement,54,2480.0,133920.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,68,1705.0,115940.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU001,Paracetamol 500mg,Antipyretic,1997,465.0,928605.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU002,Ibuprofen 400mg,Antipyretic,1079,620.0,668980.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU003,Amoxicillin 500mg,Antibiotic,836,2635.0,2202860.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU004,Azithromycin 250mg,Antibiotic,690,3720.0,2566800.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU005,Dengue Rapid Test Kit,Diagnostics,315,139500.0,43942500.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU006,ORS Sachets,Rehydration,1398,1085.0,1516830.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,1174,1550.0,1819700.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU008,Children's Multivitamin,Paediatric,725,5580.0,4045500.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU009,Salbutamol Inhaler,Respiratory,400,10850.0,4340000.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU010,Cetirizine 10mg,Antihistamine,842,1240.0,1044080.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU011,Metformin 500mg,Diabetes,1074,775.0,832350.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU012,Amlodipine 5mg,Cardiovascular,920,930.0,855600.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU013,Vitamin C 500mg,Supplement,1032,1860.0,1919520.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU014,Zinc Supplement,Supplement,401,2480.0,994480.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-01,1,2024,Western,SKU015,Omeprazole 20mg,Gastrointestinal,533,1705.0,908765.0,1.0,1.191,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU001,Paracetamol 500mg,Antipyretic,582,465.0,270630.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU002,Ibuprofen 400mg,Antipyretic,339,620.0,210180.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU003,Amoxicillin 500mg,Antibiotic,216,2635.0,569160.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU004,Azithromycin 250mg,Antibiotic,184,3720.0,684480.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU005,Dengue Rapid Test Kit,Diagnostics,93,139500.0,12973500.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU006,ORS Sachets,Rehydration,385,1085.0,417725.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,357,1550.0,553350.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU008,Children's Multivitamin,Paediatric,194,5580.0,1082520.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU009,Salbutamol Inhaler,Respiratory,105,10850.0,1139250.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU010,Cetirizine 10mg,Antihistamine,250,1240.0,310000.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU011,Metformin 500mg,Diabetes,278,775.0,215450.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU012,Amlodipine 5mg,Cardiovascular,295,930.0,274350.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU013,Vitamin C 500mg,Supplement,330,1860.0,613800.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU014,Zinc Supplement,Supplement,133,2480.0,329840.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Central,SKU015,Omeprazole 20mg,Gastrointestinal,210,1705.0,358050.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU001,Paracetamol 500mg,Antipyretic,328,465.0,152520.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU002,Ibuprofen 400mg,Antipyretic,161,620.0,99820.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU003,Amoxicillin 500mg,Antibiotic,133,2635.0,350455.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU004,Azithromycin 250mg,Antibiotic,100,3720.0,372000.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU005,Dengue Rapid Test Kit,Diagnostics,43,139500.0,5998500.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU006,ORS Sachets,Rehydration,244,1085.0,264740.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU007,Paediatric Paracetamol Syrup,Paediatric,173,1550.0,268150.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU008,Children's Multivitamin,Paediatric,115,5580.0,641700.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU009,Salbutamol Inhaler,Respiratory,76,10850.0,824600.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU010,Cetirizine 10mg,Antihistamine,107,1240.0,132680.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU011,Metformin 500mg,Diabetes,155,775.0,120125.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,159,930.0,147870.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU013,Vitamin C 500mg,Supplement,171,1860.0,318060.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU014,Zinc Supplement,Supplement,87,2480.0,215760.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,153,1705.0,260865.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU001,Paracetamol 500mg,Antipyretic,284,465.0,132060.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU002,Ibuprofen 400mg,Antipyretic,145,620.0,89900.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU003,Amoxicillin 500mg,Antibiotic,91,2635.0,239785.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU004,Azithromycin 250mg,Antibiotic,72,3720.0,267840.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU005,Dengue Rapid Test Kit,Diagnostics,43,139500.0,5998500.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU006,ORS Sachets,Rehydration,171,1085.0,185535.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,133,1550.0,206150.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU008,Children's Multivitamin,Paediatric,82,5580.0,457560.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU009,Salbutamol Inhaler,Respiratory,50,10850.0,542500.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU010,Cetirizine 10mg,Antihistamine,129,1240.0,159960.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU011,Metformin 500mg,Diabetes,150,775.0,116250.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU012,Amlodipine 5mg,Cardiovascular,90,930.0,83700.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU013,Vitamin C 500mg,Supplement,131,1860.0,243660.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU014,Zinc Supplement,Supplement,60,2480.0,148800.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,92,1705.0,156860.0,1.0,1.354,True,,1.0,,False,NORMAL,
2024-01-08,2,2024,North Western,SKU001,Paracetamol 500mg,Antipyretic,660,465.0,306900.0,1.0,1.354,True,,1.0,,False,NORMAL,
